Дата / Дата / Дата / Дата / Дата / 1,Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / 2 = 4 - 9 + 13 - 14 + 15,Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / 3 = 4 - 9 + 13,в том числе / стандартные инструменты денежно-кредитной политики / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / 4 = 5 + 6 + 7 + 8,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / репо и «валютный своп»** / 5,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / обеспеченные кредиты / 6,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / репо и «валютный своп»** / 7,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / обеспеченные кредиты / 8,в том числе / стандартные инструменты денежно-кредитной политики / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / 9 = 10 + 11 + 12,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / аукционы / 10,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / операции постоянного действия / 11,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / КОБР / КОБР / 12,"в том числе / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / 13",Справочно: / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / 14,"Справочно: / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / 15"
30.01.2026,-201,"1 003,6","4 154,1","3 390,4",0,3254,4382,"3 406,3",0,"3 406,3",0,2559,6 338,"5 314,3"
29.01.2026,-155,"1 196,2",4 207,"3 390,4",0,3384,4782,3 401,0,3 401,0,3901,6 526,"5 314,3"
28.01.2026,1186,2857,"3 525,3","3 237,1",0,0,2882,"3 525,7",0,"3 525,7",0,2862,"5 481,5","5 314,3"
27.01.2026,2714,1762,"3 445,4","3 237,1",0,0,2082,"3 531,4",0,"3 531,4",0,2623,"5 219,1","5 314,3"
26.01.2026,418,30,"3 249,3","3 237,1",0,0,122,"3 481,7",0,"3 481,7",0,2623,"4 926,3","5 314,3"
25.01.2026,4091,30,"3 249,3","3 237,1",0,0,122,"3 481,7",0,"3 481,7",0,2623,"4 935,1","5 314,3"
23.01.2026,3401,-944,"3 249,8","3 237,6",0,0,122,"3 599,3",0,"3 599,3",0,2551,"4 879,8","5 314,3"
22.01.2026,3434,2534,"3 474,1","3 239,9",0,0,2342,"3 475,4",0,"3 475,4",0,2547,"5 224,3","5 314,3"
21.01.2026,196,2949,"3 607,9","3 317,4",0,183,2722,"3 567,7",0,"3 567,7",0,2547,"5 413,2","5 314,3"
20.01.2026,2391,4139,"3 720,7","3 317,4",0,211,3822,"3 561,3",0,"3 561,3",0,2546,"5 489,1","5 314,3"
19.01.2026,3176,3395,"3 594,1","3 317,4",0,45,2722,"3 509,4",0,"3 509,4",0,2548,"5 336,2","5 314,3"
18.01.2026,3124,3395,"3 594,1","3 317,4",0,45,2722,"3 509,4",0,"3 509,4",0,2548,"5 341,4","5 314,3"
16.01.2026,2422,102,"3 330,5","3 318,3",0,0,122,"3 575,2",0,"3 575,2",0,2549,"5 082,3","5 314,3"
15.01.2026,2776,2886,"3 568,4","3 320,2",0,0,2482,"3 534,4",0,"3 534,4",0,2546,"5 325,2","5 314,3"
14.01.2026,2542,-4103,"5 080,8","4 731,3",0,3373,122,"5 743,6",0,"5 743,6",0,2526,"4 643,1","5 307,6"
13.01.2026,2868,"1 424,4","5 264,9","4 731,3",0,3244,2092,"4 094,1",0,"4 094,1",0,2537,"6 445,2","5 307,6"
12.01.2026,4792,7792,"5 576,1","4 731,3",0,3776,4672,"5 154,2",0,"5 154,2",0,3573,"5 607,6","5 307,6"
09.01.2026,4693,8962,"5 576,1","4 731,3",0,3776,4672,"5 041,4",0,"5 041,4",0,3616,"5 734,5","5 307,6"
08.01.2026,4928,9669,"5 576,2","4 731,3",0,3777,4672,4 971,0,4 971,0,3616,"5 781,6","5 307,6"
06.01.2026,4859,"1 004,5","5 576,2","4 731,3",0,3777,4672,"4 933,3",0,"4 933,3",0,3616,"5 826,2","5 307,6"
05.01.2026,6079,"1 082,8","5 576,2","4 731,3",0,3777,4672,4 855,0,4 855,0,3616,"5 782,5","5 307,6"
01.01.2026,587,"1 106,3","5 576,2","4 731,3",0,3777,4672,"4 831,5",0,"4 831,5",0,3616,"5 826,8","5 307,6"
31.12.2025,7482,"1 141,4","5 588,9","4 731,3",0,3777,4799,4 809,0,4 809,0,3616,"5 700,7","5 307,6"
30.12.2025,7901,5048,"3 767,6","3 637,2",0,19,1285,"3 640,1",0,"3 640,1",0,3772,"5 022,2","5 307,6"
29.12.2025,9042,8859,4 012,"3 637,2",0,0,3748,"3 402,1",0,"3 402,1",0,276,"5 289,3","5 307,6"
26.12.2025,4628,4923,"3 764,4","3 639,6",0,0,1248,"3 512,2",0,"3 512,2",0,2401,"5 337,1","5 307,6"
25.12.2025,3412,804,"4 164,4","3 639,6",0,0,5248,"3 607,7",0,"3 607,7",0,2472,"5 770,3","5 307,6"
24.12.2025,2518,2567,"3 490,6","3 428,3",0,176,448,3 482,0,3 482,0,2481,"5 312,5","5 307,6"
23.12.2025,2235,2843,"3 500,4","3 429,6",0,0,708,"3 513,5",0,"3 513,5",0,2974,"5 368,4","5 307,6"
22.12.2025,3322,1807,"3 454,4","3 429,6",0,0,248,"3 523,1",0,"3 523,1",0,2494,"5 156,1","5 307,6"
19.12.2025,2321,1322,"3 455,6","3 430,8",0,0,248,"3 580,2",0,"3 580,2",0,2568,"5 207,7","5 307,6"
18.12.2025,2049,1535,"3 455,6","3 430,8",0,0,248,"3 559,3",0,"3 559,3",0,2572,"5 256,2","5 307,6"
17.12.2025,1999,-789,"3 212,5","3 187,6",0,0,249,"3 549,3",0,"3 549,3",0,2578,"5 028,7","5 307,6"
16.12.2025,1574,-244,"3 212,4","3 187,6",0,0,248,"3 495,1",0,"3 495,1",0,2583,"5 125,7","5 307,6"
15.12.2025,1789,-473,"3 212,4","3 187,6",0,0,248,"3 517,7",0,"3 517,7",0,258,"5 081,3","5 307,6"
12.12.2025,628,-1149,"3 212,4","3 187,6",0,0,248,"3 590,4",0,"3 590,4",0,2631,"5 129,8","5 307,6"
11.12.2025,168,-666,"3 214,9","3 190,1",0,0,248,"3 544,4",0,"3 544,4",0,2628,"5 224,1","5 307,6"
10.12.2025,-1263,1 945,"5 271,2","3 280,4",0,1 535,4558,"3 589,1",0,"3 589,1",0,2629,"7 274,6","5 203,3"
09.12.2025,-735,9752,"4 103,6","3 280,4",0,7524,708,"3 391,3",0,"3 391,3",0,2629,6 252,"5 203,3"
08.12.2025,-674,2645,"3 351,2","3 280,4",0,0,708,"3 349,6",0,"3 349,6",0,2629,"5 535,2","5 203,3"
05.12.2025,-1252,1699,"3 351,2","3 280,4",0,0,708,"3 443,5",0,"3 443,5",0,2623,"5 498,4","5 203,3"
04.12.2025,-1493,1359,"3 305,2","3 280,4",0,0,248,"3 431,5",0,"3 431,5",0,2623,"5 488,5","5 203,3"
03.12.2025,-2447,-1988,"2 907,6","2 856,8",0,0,508,"3 368,8",0,"3 368,8",0,2623,"5 249,2","5 203,3"
02.12.2025,-2697,-2171,"2 932,7","2 857,1",0,0,756,"3 407,2",0,"3 407,2",0,2573,"5 255,9","5 203,3"
01.12.2025,-1764,-1527,"3 039,8","2 857,1",0,0,1826,"3 452,1",0,"3 452,1",0,2597,5 227,"5 203,3"
28.11.2025,-2969,-3356,2 882,"2 857,2",0,0,248,"3 466,5",0,"3 466,5",0,2489,"5 164,6","5 203,3"
27.11.2025,-3509,-2555,"3 018,8",2 859,0,0,1598,"3 530,8",0,"3 530,8",0,2565,"5 298,7","5 203,3"
26.11.2025,-3307,-4016,"2 857,2","2 832,3",0,0,248,"3 515,2",0,"3 515,2",0,2565,"5 132,4","5 203,3"
25.11.2025,-2612,-2659,"2 997,2","2 832,3",0,0,1648,"3 519,3",0,"3 519,3",0,2562,"5 198,5","5 203,3"
24.11.2025,-2445,-3779,"2 857,8","2 832,9",0,0,248,"3 496,4",0,"3 496,4",0,2607,"5 069,9","5 203,3"
21.11.2025,-2512,-3067,"2 858,2","2 833,4",0,0,248,"3 426,3",0,"3 426,3",0,2614,"5 147,9","5 203,3"
20.11.2025,-2602,-2997,"2 864,1",2 839,0,0,251,"3 425,8",0,"3 425,8",0,262,"5 163,8","5 203,3"
19.11.2025,-2767,-7644,"2 342,4","2 317,3",0,0,251,"3 363,7",0,"3 363,7",0,2568,"4 715,5","5 203,3"
18.11.2025,-2908,-7577,"2 342,4","2 317,3",0,0,251,"3 361,4",0,"3 361,4",0,2613,"4 736,4","5 203,3"
17.11.2025,-3038,-7218,"2 342,4","2 317,3",0,0,251,"3 325,6",0,"3 325,6",0,2613,"4 785,2","5 203,3"
14.11.2025,-3752,-6878,"2 342,4","2 317,3",0,0,251,"3 292,6",0,"3 292,6",0,2624,"4 890,7","5 203,3"
13.11.2025,-4159,-5695,"2 482,4","2 317,3",0,0,1651,"3 314,4",0,"3 314,4",0,2624,"5 049,7","5 203,3"
12.11.2025,-4973,149,"3 349,2","2 977,1",0,0,3721,"3 462,2",0,"3 462,2",0,262,"5 831,7","5 185,4"
11.11.2025,-5559,-7003,"2 331,8","2 126,7",0,0,2051,"3 293,8",0,"3 293,8",0,2617,5 041,"5 185,4"
10.11.2025,-4802,-8216,"2 151,8","2 126,7",0,0,251,"3 235,1",0,"3 235,1",0,2617,4 844,"5 185,4"
07.11.2025,-5611,-8005,"2 151,8","2 126,7",0,0,251,"3 214,1",0,"3 214,1",0,2617,"4 945,9","5 185,4"
06.11.2025,-4724,-5978,"2 426,8","2 126,7",0,0,3001,"3 281,4",0,"3 281,4",0,2568,"5 060,1","5 185,4"
05.11.2025,-5695,-9801,1 860,"1 684,9",0,0,1751,"3 094,2",0,"3 094,2",0,2541,"4 774,7","5 185,4"
03.11.2025,-5556,-9647,"1 860,4","1 685,4",0,0,1751,"3 079,3",0,"3 079,3",0,2541,"4 776,3","5 185,4"
01.11.2025,-6034,"-1 092,8","1 710,4","1 685,4",0,0,251,"3 057,3",0,"3 057,3",0,2541,4 696,"5 185,4"
31.10.2025,-557,-7175,"2 010,5","1 685,4",0,0,3251,"2 982,5",0,"2 982,5",0,2544,"5 024,9","5 185,4"
30.10.2025,-6636,2859,"2 980,5","1 685,4",0,15,"1 280,1","3 004,1",0,"3 004,1",0,3095,"6 134,8","5 185,4"
29.10.2025,-2746,-5726,"2 085,3",589,0,512,"1 445,1","2 974,2",0,"2 974,2",0,3163,"4 887,4","5 185,4"
28.10.2025,-6516,-580,"2 155,4",5905,0,518,"1 513,1","3 034,7",0,"3 034,7",0,2993,5 257,"5 185,4"
27.10.2025,-5441,-4017,"2 536,8",5905,0,562,"1 890,1","3 237,8",0,"3 237,8",0,2993,"5 327,9","5 185,4"
24.10.2025,-5697,-7732,2 178,5911,0,28,"1 584,1","3 252,9",0,"3 252,9",0,3017,"4 981,9","5 185,4"
23.10.2025,-579,-8174,2 141,5919,0,0,"1 549,1","3 260,2",0,"3 260,2",0,3017,4 947,"5 185,4"
22.10.2025,-513,-5561,"2 356,9",9928,0,0,"1 364,1","3 213,7",0,"3 213,7",0,3007,"5 142,3","5 185,4"
21.10.2025,-513,-2623,"2 621,9",9928,0,0,"1 629,1","3 188,5",0,"3 188,5",0,3043,5 436,"5 185,4"
20.10.2025,-4683,-2461,"2 621,9",9928,0,0,"1 629,1","3 167,8",0,"3 167,8",0,2998,"5 407,6","5 185,4"
17.10.2025,-5234,-444,2 432,9928,0,0,"1 439,2","3 177,9",0,"3 177,9",0,302,"5 264,8","5 185,4"
16.10.2025,-5662,-3712,"2 491,4",9933,0,0,"1 498,1","3 154,6",0,"3 154,6",0,292,"5 380,4","5 185,4"
15.10.2025,-5878,1373,"2 976,5","1 462,5",0,99,"1 504,1","3 131,6",0,"3 131,6",0,2923,"5 910,5","5 185,4"
14.10.2025,-5735,1741,"2 992,1","1 462,5",0,156,"1 514,1","3 106,7",0,"3 106,7",0,2887,5 933,"5 185,4"
13.10.2025,-472,51,"2 849,9","1 462,5",0,233,"1 364,1","3 088,7",0,"3 088,7",0,2898,"5 708,4","5 185,4"
10.10.2025,-5254,-2004,"2 638,8",1 464,0,67,"1 168,1","3 128,3",0,"3 128,3",0,2892,"5 510,4","5 185,4"
09.10.2025,-6594,-4976,"2 337,8","1 464,8",0,49,8681,"3 124,6",0,"3 124,6",0,2892,"5 347,2","5 185,4"
08.10.2025,-783,-6707,"2 399,9","1 494,1",0,36,9022,3 372,0,3 372,0,3015,"5 192,9","5 080,5"
07.10.2025,-8248,3639,"3 166,2","1 494,1",0,814,8582,3 107,0,3 107,0,3047,"6 269,3","5 080,5"
06.10.2025,-775,-7632,"1 950,8","1 494,1",0,36,4532,"3 018,9",0,"3 018,9",0,3048,"5 092,3","5 080,5"
03.10.2025,-7768,-6004,"2 113,1","1 494,9",0,0,6182,"3 018,3",0,"3 018,3",0,3049,"5 256,9","5 080,5"
02.10.2025,-8776,-78,"2 745,1","1 494,9",0,0,"1 250,2","3 076,6",0,"3 076,6",0,2536,"5 880,2","5 080,5"
01.10.2025,-8683,-3344,"2 505,5","1 301,7",0,45,"1 199,2","3 255,5",0,"3 255,5",0,4156,"5 614,4","5 080,5"
30.09.2025,-8532,-566,"2 223,2","1 302,3",0,45,9164,"3 035,2",0,"3 035,2",0,2459,"5 367,7","5 080,5"
29.09.2025,-8074,-526,2 749,"1 302,7",0,20,"1 426,3","3 047,3",0,"3 047,3",0,2457,"5 835,4","5 080,5"
26.09.2025,-8579,-4949,2 414,"1 304,2",0,64,"1 103,3","3 155,7",0,"3 155,7",0,2468,"5 443,5","5 080,5"
25.09.2025,-8768,-5941,"2 362,1","1 304,3",0,45,"1 053,3","3 202,9",0,"3 202,9",0,2467,"5 363,2","5 080,5"
24.09.2025,-9329,-4677,"2 384,8","1 332,7",0,138,"1 038,3","3 099,2",0,"3 099,2",0,2467,"5 545,7","5 080,5"
23.09.2025,-9483,-5494,"2 436,9","1 332,8",0,258,"1 078,3","3 232,6",0,"3 232,6",0,2463,"5 479,4","5 080,5"
22.09.2025,-8153,-2428,"2 588,6","1 334,4",0,09,"1 253,3","3 077,7",0,"3 077,7",0,2463,5 653,"5 080,5"
19.09.2025,-8656,-4236,"2 492,7","1 334,4",0,15,"1 143,3","3 160,9",0,"3 160,9",0,2446,"5 522,5","5 080,5"
18.09.2025,-9671,-2548,"2 656,2","1 334,4",0,85,"1 313,3","3 155,4",0,"3 155,4",0,2443,"5 792,8","5 080,5"
17.09.2025,"-1 014,9",-840,"2 022,4",7482,0,709,"1 203,3","3 108,9",0,"3 108,9",0,2465,"5 255,4","5 080,5"
16.09.2025,"-1 029,1",-4978,"2 352,2",7486,0,803,"1 523,3","3 096,4",0,"3 096,4",0,2465,"5 611,9","5 080,5"
15.09.2025,-9627,"-2 744,2","1 709,6",7491,0,571,9033,"4 700,8",0,"4 700,8",0,2471,"3 299,1","5 080,5"
12.09.2025,-9913,-2 775,"1 610,6",7491,0,381,8233,"4 632,8",0,"4 632,8",0,2472,"3 296,8","5 080,5"
11.09.2025,-7714,"-2 309,1",1 679,7496,0,26,9033,"4 235,1",0,"4 235,1",0,2471,"3 542,9","5 080,5"
10.09.2025,"-1 019,4",526,"3 100,8","1 412,4",0,16,"1 686,9",3 296,0,3 296,0,2479,"6 075,6","5 003,6"
09.09.2025,"-1 086,3",3454,"3 296,1",5619,0,"1 500,8","1 233,4","3 198,3",0,"3 198,3",0,2476,"6 435,3","5 003,6"
08.09.2025,"-1 023,5","-1 084,8","1 785,3",5619,0,0,"1 223,4","3 117,7",0,"3 117,7",0,2476,"4 942,3","5 003,6"
05.09.2025,"-1 082,5","-1 119,7","1 765,3",5619,0,0,"1 203,4","3 133,1",0,"3 133,1",0,2481,"4 966,4","5 003,6"
04.09.2025,"-1 130,9","-1 212,8","1 700,3",5619,0,0,"1 138,4","3 161,2",0,"3 161,2",0,2481,"4 921,7","5 003,6"
03.09.2025,"-1 164,5","-1 122,3","1 786,9",4511,0,74,"1 328,4","3 157,1",0,"3 157,1",0,2479,"5 045,8","5 003,6"
02.09.2025,-1 207,"-1 334,9","1 673,4",4511,0,189,"1 203,4","3 256,2",0,"3 256,2",0,2479,"4 875,7","5 003,6"
01.09.2025,"-1 185,3",-1 224,"1 771,4",4515,0,315,"1 288,4","3 243,4",0,"3 243,4",0,248,"4 964,9","5 003,6"
29.08.2025,"-1 292,7","-1 345,8","1 529,7",4516,0,88,"1 069,4","3 125,1",0,"3 125,1",0,2496,"4 950,5","5 003,6"
28.08.2025,"-1 324,6","-1 511,9","1 364,2",4516,0,32,9094,"3 125,5",0,"3 125,5",0,2494,"4 816,3","5 003,6"
27.08.2025,"-1 285,4","-1 555,8","1 399,6",3102,0,61,"1 083,4","3 205,1",0,"3 205,1",0,2497,"4 733,2","5 003,6"
26.08.2025,"-1 287,1","-1 541,7","1 384,8",3102,0,113,"1 063,4","3 176,5",0,"3 176,5",0,250,4 749,"5 003,6"
25.08.2025,"-1 181,9","-1 290,1",1 548,3102,0,0,"1 237,9","3 088,6",0,"3 088,6",0,2505,"4 895,4","5 003,6"
22.08.2025,"-1 265,8","-1 604,9","1 338,9",3111,0,0,"1 027,9","3 194,5",0,"3 194,5",0,2506,"4 664,5","5 003,6"
21.08.2025,"-1 267,6","-1 307,1","1 633,9",3111,0,0,"1 322,9","3 192,2",0,"3 192,2",0,2512,"4 964,1","5 003,6"
20.08.2025,"-1 286,7","-1 171,7","1 772,1",5018,0,225,"1 247,9","3 195,3",0,"3 195,3",0,2515,"5 118,5","5 003,6"
19.08.2025,"-1 242,2","-1 252,1","1 708,8",5018,0,232,"1 183,9","3 217,7",0,"3 217,7",0,2568,"4 993,7","5 003,6"
18.08.2025,"-1 217,4",-1 052,"1 803,8",5018,0,231,"1 278,9","3 112,9",0,"3 112,9",0,2571,5 169,"5 003,6"
15.08.2025,"-1 307,8","-1 159,2",1 751,5018,0,204,"1 228,9","3 171,4",0,"3 171,4",0,2612,"5 152,2","5 003,6"
14.08.2025,"-1 355,5","-1 134,9","1 806,3",5018,0,157,"1 288,9","3 202,5",0,"3 202,5",0,2613,"5 224,2","5 003,6"
13.08.2025,"-1 343,2","-1 543,8","2 943,2","1 605,5",0,38,"1 333,9","4 748,3",300,"4 448,3",0,2614,"4 750,4",4 951
12.08.2025,"-1 470,1",-223,"3 018,2","1 605,6",0,37,"1 408,9","3 302,6",0,"3 302,6",0,2621,"6 398,9",4 951
11.08.2025,"-1 431,8",963,"2 848,2","1 605,6",0,37,"1 238,9","3 014,8",0,"3 014,8",0,263,"6 479,2",4 951
08.08.2025,"-1 502,2",2433,"3 080,8","1 605,6",0,133,"1 461,9","3 100,4",0,"3 100,4",0,2629,"6 696,4",4 951
07.08.2025,"-1 533,9",2739,"3 066,5","1 605,6",0,0,"1 460,9","3 055,3",0,"3 055,3",0,2627,"6 758,8",4 951
06.08.2025,"-1 564,9",561,"3 328,7","2 167,7",0,171,"1 143,9","3 030,2",0,"3 030,2",0,2625,"7 076,8",4 951
05.08.2025,"-1 506,6",5337,"3 348,1","2 167,7",0,165,"1 163,9","3 076,6",0,"3 076,6",0,2622,"6 991,3",4 951
04.08.2025,"-1 574,8",3752,"3 269,1","2 167,7",0,175,"1 083,9","3 156,1",0,"3 156,1",0,2623,6 901,4 951
01.08.2025,"-1 627,7",5782,"3 337,7","2 167,7",0,461,"1 123,9","3 023,4",0,"3 023,4",0,2639,"7 156,9",4 951
31.07.2025,"-1 573,1",6719,"3 365,5","2 167,7",0,294,"1 168,4","2 955,1",0,"2 955,1",0,2615,7 196,4 951
30.07.2025,"-1 445,5",-9658,"1 796,4",6882,0,13,"1 106,9","3 023,7",0,"3 023,7",0,2615,"5 430,7",4 951
29.07.2025,"-1 436,3",-6911,"2 016,5",6882,0,974,"1 230,9",2 980,0,2 980,0,2724,"5 696,2","4 950,9"
28.07.2025,"-1 125,1",-3 124,"1 759,6",6882,0,28,"1 068,7","5 144,8",0,"5 144,8",0,2611,2 952,"4 950,9"
25.07.2025,-1 356,"-3 164,9","1 417,4",6882,0,0,7292,"4 843,3",0,"4 843,3",0,2611,"3 142,1","4 950,9"
24.07.2025,"-1 377,3","-3 077,4","1 537,4",6882,0,0,8492,"4 875,4",0,"4 875,4",0,2607,"3 250,9","4 950,9"
23.07.2025,"-1 205,5","-2 758,6","1 358,3",7091,0,0,6492,"4 377,6",0,"4 377,6",0,2606,"3 397,8","4 950,9"
22.07.2025,"-1 245,3","-2 833,5","1 388,3",7091,0,0,6792,"4 483,2",0,"4 483,2",0,2615,"3 362,8","4 950,9"
21.07.2025,"-1 355,4","-2 550,9","1 208,3",7091,0,0,4992,"4 021,4",0,"4 021,4",0,2621,"3 755,4","4 950,9"
18.07.2025,"-1 112,6","-2 146,9","1 441,2",7091,0,3,7292,3 851,0,3 851,0,2628,"3 916,7","4 950,9"
17.07.2025,-1 114,"-2 328,4","1 498,3",7091,0,0,7892,"4 089,6",0,"4 089,6",0,2629,"3 736,5","4 950,9"
16.07.2025,"-1 110,8","-1 988,3",1 538,"1 013,8",0,0,5242,"3 789,3",0,"3 789,3",0,263,"4 073,5","4 950,9"
15.07.2025,-9533,"-2 101,4",1 494,"1 013,8",0,0,4802,"3 858,7",0,"3 858,7",0,2634,"3 802,9","4 950,9"
14.07.2025,"-1 092,1","-1 890,7","1 580,8","1 013,8",0,0,567,"3 736,6",0,"3 736,6",0,2651,"4 152,4","4 950,9"
11.07.2025,"-1 041,3","-1 561,6","1 873,3","1 013,8",0,0,8595,"3 698,7",0,"3 698,7",0,2638,"4 430,7","4 950,9"
10.07.2025,-1 160,"-1 293,7","1 907,9","1 013,9",0,0,894,"3 465,5",0,"3 465,5",0,2639,"4 817,2","4 950,9"
09.07.2025,"-1 174,9",-7946,2 287,1 024,0,0,1 263,"3 375,4",0,"3 375,4",0,2938,"5 340,3","4 960,1"
08.07.2025,"-1 196,7",-9547,1 739,1 024,0,0,715,"2 965,8",0,"2 965,8",0,2721,"5 202,1","4 960,1"
07.07.2025,"-1 153,4",-8671,1 736,1 024,0,0,712,"2 863,2",0,"2 863,2",0,2602,"5 246,4","4 960,1"
04.07.2025,"-1 237,7","-1 153,6",1 545,1 024,0,0,521,"2 955,9",0,"2 955,9",0,2572,"5 044,1","4 960,1"
03.07.2025,"-1 279,2","-1 333,1",1 302,1 024,0,0,278,"2 892,3",0,"2 892,3",0,2573,"4 906,2","4 960,1"
02.07.2025,-1 273,"-1 160,2","1 504,5","1 094,2",0,0,4103,2 922,0,2 922,0,2573,"5 072,9","4 960,1"
01.07.2025,"-1 291,8","-1 019,2","1 749,8","1 094,2",0,0,6556,"3 082,3",0,"3 082,3",0,3133,"5 232,7","4 960,1"
30.06.2025,"-1 239,5",-7768,"1 873,8","1 094,2",0,0,7796,"2 907,4",0,"2 907,4",0,2568,"5 422,8","4 960,1"
27.06.2025,"-1 215,2","-1 152,3","1 498,8","1 094,2",0,0,4046,"2 908,4",0,"2 908,4",0,2573,5 023,"4 960,1"
26.06.2025,"-1 188,2",-1 214,"1 453,8","1 094,2",0,0,3596,2 925,0,2 925,0,2573,"4 934,4","4 960,1"
25.06.2025,"-1 150,2","-1 060,6","1 570,7",1 024,0,0,5468,"2 888,8",0,"2 888,8",0,2575,"5 049,7","4 960,1"
24.06.2025,"-1 116,6",-9495,"1 767,2",1 024,0,0,7433,"2 971,9",0,"2 971,9",0,2552,"5 127,2","4 960,1"
23.06.2025,"-1 028,6","-1 061,7","1 558,2",1 024,0,0,5343,"2 879,2",0,"2 879,2",0,2593,4 927,"4 960,1"
20.06.2025,"-1 059,1",-9804,"1 688,2",1 024,0,0,6642,"2 928,9",0,"2 928,9",0,2603,"5 038,8","4 960,1"
19.06.2025,"-1 055,2","-1 128,6","1 628,2",1 024,0,0,6042,"3 017,3",0,"3 017,3",0,2605,"4 886,7","4 960,1"
18.06.2025,"-1 137,7","-1 031,8","1 746,4",9231,0,0,8232,"3 038,9",0,"3 038,9",0,2607,5 066,"4 960,1"
17.06.2025,"-1 176,1",-9502,"1 746,8",9236,0,0,8232,"2 957,8",0,"2 957,8",0,2608,5 186,"4 960,1"
16.06.2025,"-1 149,7","-1 102,9","1 636,8",9236,0,0,7132,"3 000,8",0,"3 000,8",0,2611,"5 006,8","4 960,1"
13.06.2025,"-1 147,6","-1 031,8","1 636,8",9236,0,0,7132,"2 929,6",0,"2 929,6",0,2611,"5 075,9","4 960,1"
11.06.2025,"-1 255,8","-1 265,6","1 395,2",6225,0,0,7726,"2 921,8",0,"2 921,8",0,261,"4 950,3","4 960,1"
10.06.2025,"-1 312,6","-1 194,4","1 428,7",6225,0,0,8061,"2 884,5",0,"2 884,5",0,2614,"5 078,2","4 960,1"
09.06.2025,"-1 160,3","-1 743,4","1 121,8",6225,0,0,4992,"3 141,2",0,"3 141,2",0,276,4 377,"4 960,1"
06.06.2025,"-1 352,8","-1 420,6","1 268,8",6225,0,0,6462,"2 962,4",0,"2 962,4",0,273,"4 892,3","4 960,1"
05.06.2025,"-1 473,6","-1 660,8","1 066,8",6225,0,0,4442,"3 001,4",0,"3 001,4",0,2737,"4 772,8","4 960,1"
04.06.2025,"-1 541,9","-2 639,7",7457,2002,0,0,5455,"3 659,1",300,"3 359,1",0,2737,"3 865,7","4 963,4"
03.06.2025,"-1 580,8","-1 764,1",9399,2002,0,0,7397,"2 977,8",0,"2 977,8",0,2738,"4 780,1","4 963,4"
02.06.2025,"-1 545,7","-1 801,7",8846,2002,0,152,6693,"2 959,9",0,"2 959,9",0,2737,"4 707,5","4 963,4"
30.05.2025,"-1 629,5","-2 180,4",5395,2002,0,0,3393,"2 992,4",0,"2 992,4",0,2725,"4 412,5","4 963,4"
29.05.2025,"-1 648,7","-1 961,1",6981,2008,0,0,4973,"2 932,3",0,"2 932,3",0,2732,"4 651,1","4 963,4"
28.05.2025,"-1 646,5","-1 504,7",1 191,8697,0,0,3213,2 966,0,2 966,0,2703,"5 105,2","4 963,4"
27.05.2025,"-1 554,6","-1 098,5",1 604,8697,0,0,7343,"2 974,7",0,"2 974,7",0,2722,"5 419,5","4 963,4"
26.05.2025,"-1 536,8",-9238,1 744,8697,0,0,8743,"2 940,9",0,"2 940,9",0,2731,"5 576,5","4 963,4"
23.05.2025,"-1 263,9","-1 096,8",1 614,8697,0,0,7443,"2 985,9",0,"2 985,9",0,2751,"5 130,5","4 963,4"
22.05.2025,"-1 233,8","-1 077,1",1 624,8697,0,0,7543,"2 976,2",0,"2 976,2",0,2751,"5 120,2","4 963,4"
